query,ground_truth_id,top_1_match,top_1_match_id,top_1_accuracy,top_1_score,precision_at_5
../Real\224__M_Left_little_finger.BMP,224,224__M_Left_little_finger.BMP,224,1,0.9999999790102199,0.2
../Real\224__M_Left_middle_finger.BMP,224,224__M_Left_middle_finger.BMP,224,1,0.9999999551985242,0.2
../Real\224__M_Left_ring_finger.BMP,224,224__M_Left_ring_finger.BMP,224,1,0.9999999674798908,0.2
../Real\224__M_Left_thumb_finger.BMP,224,224__M_Left_thumb_finger.BMP,224,1,0.9999999644219756,0.2
../Real\224__M_Right_index_finger.BMP,224,224__M_Right_index_finger.BMP,224,1,0.9999999659904683,0.2
../Real\224__M_Right_little_finger.BMP,224,224__M_Right_little_finger.BMP,224,1,0.999999978761883,0.2
../Real\224__M_Right_middle_finger.BMP,224,224__M_Right_middle_finger.BMP,224,1,0.9999999545323144,0.2
../Real\224__M_Right_ring_finger.BMP,224,224__M_Right_ring_finger.BMP,224,1,0.9999999142498447,0.2
../Real\224__M_Right_thumb_finger.BMP,224,224__M_Right_thumb_finger.BMP,224,1,0.9999999802173749,0.2
../Real\225__M_Left_index_finger.BMP,225,225__M_Left_index_finger.BMP,225,1,0.9999999841690584,0.2
../Real\225__M_Left_little_finger.BMP,225,225__M_Left_little_finger.BMP,225,1,0.9999999772713272,0.2
../Real\225__M_Left_middle_finger.BMP,225,225__M_Left_middle_finger.BMP,225,1,0.9999999766910971,0.2
../Real\225__M_Left_ring_finger.BMP,225,225__M_Left_ring_finger.BMP,225,1,0.9999999774571435,0.2
../Real\225__M_Left_thumb_finger.BMP,225,225__M_Left_thumb_finger.BMP,225,1,0.9999999654059467,0.2
../Real\225__M_Right_index_finger.BMP,225,225__M_Right_index_finger.BMP,225,1,0.9999999625724507,0.2
../Real\225__M_Right_little_finger.BMP,225,225__M_Right_little_finger.BMP,225,1,0.9999999396731839,0.2
../Real\225__M_Right_middle_finger.BMP,225,225__M_Right_middle_finger.BMP,225,1,0.999999978137937,0.2
../Real\225__M_Right_ring_finger.BMP,225,225__M_Right_ring_finger.BMP,225,1,0.9999999662550525,0.2
../Real\225__M_Right_thumb_finger.BMP,225,225__M_Right_thumb_finger.BMP,225,1,0.9999999887411611,0.2
../Real\226__M_Left_index_finger.BMP,226,226__M_Left_index_finger.BMP,226,1,0.9999999793370691,0.2
../Real\226__M_Left_little_finger.BMP,226,226__M_Left_little_finger.BMP,226,1,0.9999999545960134,0.2
../Real\226__M_Left_middle_finger.BMP,226,226__M_Left_middle_finger.BMP,226,1,0.9999999873809061,0.6
../Real\226__M_Left_ring_finger.BMP,226,226__M_Left_ring_finger.BMP,226,1,0.9999999739788235,0.2
../Real\226__M_Left_thumb_finger.BMP,226,226__M_Left_thumb_finger.BMP,226,1,0.999999975477975,0.2
../Real\226__M_Right_index_finger.BMP,226,226__M_Right_index_finger.BMP,226,1,0.9999999768769994,0.2
../Real\226__M_Right_little_finger.BMP,226,226__M_Right_little_finger.BMP,226,1,0.9999999629212062,0.4
../Real\226__M_Right_middle_finger.BMP,226,226__M_Right_middle_finger.BMP,226,1,0.9999999831671956,0.2
../Real\226__M_Right_ring_finger.BMP,226,226__M_Right_ring_finger.BMP,226,1,0.999999957869599,0.2
../Real\227__M_Left_index_finger.BMP,227,227__M_Left_index_finger.BMP,227,1,0.9999999619016777,0.2
../Real\227__M_Left_little_finger.BMP,227,227__M_Left_little_finger.BMP,227,1,0.9999999770067187,0.2
../Real\227__M_Left_middle_finger.BMP,227,227__M_Left_middle_finger.BMP,227,1,0.999999978583456,0.2
../Real\227__M_Left_ring_finger.BMP,227,227__M_Left_ring_finger.BMP,227,1,0.999999988376021,0.2
../Real\227__M_Left_thumb_finger.BMP,227,227__M_Left_thumb_finger.BMP,227,1,0.9999999897037519,0.2
../Real\227__M_Right_index_finger.BMP,227,227__M_Right_index_finger.BMP,227,1,0.9999999604536574,0.2
../Real\227__M_Right_little_finger.BMP,227,227__M_Right_little_finger.BMP,227,1,0.9999999803456383,0.2
../Real\227__M_Right_middle_finger.BMP,227,227__M_Right_middle_finger.BMP,227,1,0.9999999630967119,0.2
../Real\227__M_Right_ring_finger.BMP,227,227__M_Right_ring_finger.BMP,227,1,0.9999999403817244,0.2
../Real\227__M_Right_thumb_finger.BMP,227,227__M_Right_thumb_finger.BMP,227,1,0.9999999872447689,0.2
../Real\228__M_Left_index_finger.BMP,228,228__M_Left_index_finger.BMP,228,1,0.9999999774137401,0.2
../Real\228__M_Left_little_finger.BMP,228,228__M_Left_little_finger.BMP,228,1,0.9999999838500766,0.2
../Real\228__M_Left_middle_finger.BMP,228,228__M_Left_middle_finger.BMP,228,1,0.9999999395552384,0.2
../Real\228__M_Left_ring_finger.BMP,228,228__M_Left_ring_finger.BMP,228,1,0.9999999389342267,0.2
../Real\228__M_Left_thumb_finger.BMP,228,228__M_Left_thumb_finger.BMP,228,1,0.9999999911652588,0.2
../Real\228__M_Right_index_finger.BMP,228,228__M_Right_index_finger.BMP,228,1,0.999999934693754,0.2
../Real\228__M_Right_little_finger.BMP,228,228__M_Right_little_finger.BMP,228,1,0.9999999729782635,0.2
../Real\228__M_Right_middle_finger.BMP,228,228__M_Right_middle_finger.BMP,228,1,0.9999999866927028,0.2
../Real\228__M_Right_ring_finger.BMP,228,228__M_Right_ring_finger.BMP,228,1,0.9999999924949311,0.2
../Real\228__M_Right_thumb_finger.BMP,228,228__M_Right_thumb_finger.BMP,228,1,0.9999999805541324,0.2
../Real\229__M_Left_index_finger.BMP,229,229__M_Left_index_finger.BMP,229,1,0.9999999618415671,0.2
../Real\229__M_Left_little_finger.BMP,229,229__M_Left_little_finger.BMP,229,1,0.9999999799731203,0.2
../Real\229__M_Left_middle_finger.BMP,229,229__M_Left_middle_finger.BMP,229,1,0.9999999870802425,0.2
../Real\229__M_Left_ring_finger.BMP,229,229__M_Left_ring_finger.BMP,229,1,0.9999999804439336,0.2
../Real\229__M_Left_thumb_finger.BMP,229,229__M_Left_thumb_finger.BMP,229,1,0.9999999418596438,0.2
../Real\229__M_Right_index_finger.BMP,229,229__M_Right_index_finger.BMP,229,1,0.9999999639014567,0.2
../Real\229__M_Right_little_finger.BMP,229,229__M_Right_little_finger.BMP,229,1,0.9999999467788209,0.2
../Real\229__M_Right_middle_finger.BMP,229,229__M_Right_middle_finger.BMP,229,1,0.9999999557499921,0.2
../Real\229__M_Right_ring_finger.BMP,229,229__M_Right_ring_finger.BMP,229,1,0.9999999730249358,0.2
../Real\229__M_Right_thumb_finger.BMP,229,229__M_Right_thumb_finger.BMP,229,1,0.9999999664821454,0.2
../Real\22__M_Left_index_finger.BMP,22,22__M_Left_index_finger.BMP,22,1,0.9999999616981549,0.2
../Real\22__M_Left_little_finger.BMP,22,22__M_Left_little_finger.BMP,22,1,0.9999999648021759,0.2
../Real\22__M_Left_middle_finger.BMP,22,22__M_Left_middle_finger.BMP,22,1,0.9999999579246268,0.2
../Real\22__M_Left_ring_finger.BMP,22,22__M_Left_ring_finger.BMP,22,1,0.9999999716132638,0.2
../Real\22__M_Left_thumb_finger.BMP,22,22__M_Left_thumb_finger.BMP,22,1,0.9999999860678012,0.2
../Real\22__M_Right_index_finger.BMP,22,22__M_Right_index_finger.BMP,22,1,0.9999999836439158,0.2
../Real\22__M_Right_little_finger.BMP,22,22__M_Right_little_finger.BMP,22,1,0.9999999538027933,0.2
../Real\22__M_Right_middle_finger.BMP,22,22__M_Right_middle_finger.BMP,22,1,0.9999999809404779,0.2
../Real\22__M_Right_ring_finger.BMP,22,22__M_Right_ring_finger.BMP,22,1,0.9999999873222788,0.2
../Real\22__M_Right_thumb_finger.BMP,22,22__M_Right_thumb_finger.BMP,22,1,0.9999999466670145,0.2
../Real\230__M_Left_index_finger.BMP,230,230__M_Left_index_finger.BMP,230,1,0.9999999364871663,0.2
../Real\230__M_Left_little_finger.BMP,230,230__M_Left_little_finger.BMP,230,1,0.9999999658205296,0.2
../Real\230__M_Left_middle_finger.BMP,230,230__M_Left_middle_finger.BMP,230,1,0.9999999902398897,0.2
../Real\230__M_Left_ring_finger.BMP,230,230__M_Left_ring_finger.BMP,230,1,0.9999999836876337,0.2
../Real\230__M_Left_thumb_finger.BMP,230,230__M_Left_thumb_finger.BMP,230,1,0.9999999629354251,0.2
../Real\230__M_Right_index_finger.BMP,230,230__M_Right_index_finger.BMP,230,1,0.9999999636479423,0.2
../Real\230__M_Right_little_finger.BMP,230,230__M_Right_little_finger.BMP,230,1,0.9999999780997398,0.2
../Real\230__M_Right_middle_finger.BMP,230,230__M_Right_middle_finger.BMP,230,1,0.9999999898852937,0.4
../Real\230__M_Right_ring_finger.BMP,230,230__M_Right_ring_finger.BMP,230,1,0.9999999903528431,0.2
../Real\230__M_Right_thumb_finger.BMP,230,230__M_Right_thumb_finger.BMP,230,1,0.9999999767355492,0.2
../Real\231__M_Left_index_finger.BMP,231,231__M_Left_index_finger.BMP,231,1,0.9999999770874034,0.2
../Real\231__M_Left_little_finger.BMP,231,231__M_Left_little_finger.BMP,231,1,0.9999999663126146,0.2
../Real\231__M_Left_middle_finger.BMP,231,231__M_Left_middle_finger.BMP,231,1,0.9999999658151817,0.2
../Real\231__M_Left_ring_finger.BMP,231,231__M_Left_ring_finger.BMP,231,1,0.9999999524653843,0.2
../Real\231__M_Left_thumb_finger.BMP,231,231__M_Left_thumb_finger.BMP,231,1,0.9999999629757064,0.2
../Real\231__M_Right_index_finger.BMP,231,231__M_Right_index_finger.BMP,231,1,0.9999999824869078,0.2
../Real\231__M_Right_little_finger.BMP,231,231__M_Right_little_finger.BMP,231,1,0.9999999559700691,0.2
../Real\231__M_Right_middle_finger.BMP,231,231__M_Right_middle_finger.BMP,231,1,0.9999999622053618,0.2
../Real\231__M_Right_ring_finger.BMP,231,231__M_Right_ring_finger.BMP,231,1,0.9999999610973518,0.2
../Real\231__M_Right_thumb_finger.BMP,231,231__M_Right_thumb_finger.BMP,231,1,0.9999999390280628,0.2
../Real\232__M_Left_index_finger.BMP,232,232__M_Left_index_finger.BMP,232,1,0.9999999791684738,0.2
../Real\232__M_Left_little_finger.BMP,232,232__M_Left_little_finger.BMP,232,1,0.999999969560538,0.2
../Real\232__M_Left_middle_finger.BMP,232,232__M_Left_middle_finger.BMP,232,1,0.9999999834572346,0.2
../Real\232__M_Left_ring_finger.BMP,232,232__M_Left_ring_finger.BMP,232,1,0.9999999810581657,0.2
../Real\232__M_Left_thumb_finger.BMP,232,232__M_Left_thumb_finger.BMP,232,1,0.9999999890334282,0.2
../Real\232__M_Right_index_finger.BMP,232,232__M_Right_index_finger.BMP,232,1,0.9999999917223463,0.2
../Real\232__M_Right_little_finger.BMP,232,232__M_Right_little_finger.BMP,232,1,0.9999999544833671,0.2
../Real\232__M_Right_middle_finger.BMP,232,232__M_Right_middle_finger.BMP,232,1,0.9999999666037278,0.2
../Real\232__M_Right_ring_finger.BMP,232,232__M_Right_ring_finger.BMP,232,1,0.9999999781056418,0.2
../Real\232__M_Right_thumb_finger.BMP,232,232__M_Right_thumb_finger.BMP,232,1,0.999999970398793,0.2
../Real\233__M_Left_index_finger.BMP,233,233__M_Left_index_finger.BMP,233,1,0.9999999579752724,0.2
../Real\233__M_Left_little_finger.BMP,233,233__M_Left_little_finger.BMP,233,1,0.999999970669564,0.2
../Real\233__M_Left_middle_finger.BMP,233,233__M_Left_middle_finger.BMP,233,1,0.9999999664259944,0.2
../Real\233__M_Left_ring_finger.BMP,233,233__M_Left_ring_finger.BMP,233,1,0.999999976594733,0.2
../Real\233__M_Left_thumb_finger.BMP,233,233__M_Left_thumb_finger.BMP,233,1,0.9999999787952976,0.2
../Real\233__M_Right_index_finger.BMP,233,233__M_Right_index_finger.BMP,233,1,0.9999999810193171,0.2
../Real\233__M_Right_little_finger.BMP,233,233__M_Right_little_finger.BMP,233,1,0.9999999285029779,0.2
../Real\233__M_Right_middle_finger.BMP,233,233__M_Right_middle_finger.BMP,233,1,0.9999999599819197,0.2
../Real\233__M_Right_ring_finger.BMP,233,233__M_Right_ring_finger.BMP,233,1,0.9999999562196887,0.2
../Real\233__M_Right_thumb_finger.BMP,233,233__M_Right_thumb_finger.BMP,233,1,0.999999923919216,0.2
../Real\234__M_Left_index_finger.BMP,234,234__M_Left_index_finger.BMP,234,1,0.9999999690861109,0.2
../Real\234__M_Left_little_finger.BMP,234,234__M_Left_little_finger.BMP,234,1,0.9999999596282111,0.2
../Real\234__M_Left_middle_finger.BMP,234,234__M_Left_middle_finger.BMP,234,1,0.9999999618430621,0.2
../Real\234__M_Left_ring_finger.BMP,234,234__M_Left_ring_finger.BMP,234,1,0.999999939437636,0.2
../Real\234__M_Left_thumb_finger.BMP,234,234__M_Left_thumb_finger.BMP,234,1,0.9999999915547133,0.2
../Real\234__M_Right_index_finger.BMP,234,234__M_Right_index_finger.BMP,234,1,0.9999999864180933,0.2
../Real\234__M_Right_little_finger.BMP,234,234__M_Right_little_finger.BMP,234,1,0.9999999577120172,0.2
../Real\234__M_Right_middle_finger.BMP,234,234__M_Right_middle_finger.BMP,234,1,0.9999999879934884,0.2
../Real\234__M_Right_ring_finger.BMP,234,234__M_Right_ring_finger.BMP,234,1,0.999999990409034,0.2
../Real\234__M_Right_thumb_finger.BMP,234,234__M_Right_thumb_finger.BMP,234,1,0.9999999678652212,0.2
../Real\235__M_Left_index_finger.BMP,235,235__M_Left_index_finger.BMP,235,1,0.9999999618405528,0.2
../Real\235__M_Left_little_finger.BMP,235,235__M_Left_little_finger.BMP,235,1,0.9999999793541295,0.2
../Real\235__M_Left_middle_finger.BMP,235,235__M_Left_middle_finger.BMP,235,1,0.9999999538932689,0.2
../Real\235__M_Left_ring_finger.BMP,235,235__M_Left_ring_finger.BMP,235,1,0.9999999900836479,0.4
../Real\235__M_Left_thumb_finger.BMP,235,235__M_Left_thumb_finger.BMP,235,1,0.9999999883877345,0.2
../Real\235__M_Right_index_finger.BMP,235,235__M_Right_index_finger.BMP,235,1,0.9999999545910205,0.2
../Real\235__M_Right_little_finger.BMP,235,235__M_Right_little_finger.BMP,235,1,0.999999968949608,0.2
../Real\235__M_Right_middle_finger.BMP,235,235__M_Right_middle_finger.BMP,235,1,0.9999999885944324,0.2
../Real\235__M_Right_ring_finger.BMP,235,235__M_Right_ring_finger.BMP,235,1,0.9999999412974596,0.2
../Real\235__M_Right_thumb_finger.BMP,235,235__M_Right_thumb_finger.BMP,235,1,0.9999999909121003,0.2
../Real\236__M_Left_index_finger.BMP,236,236__M_Left_index_finger.BMP,236,1,0.9999999860424055,0.2
../Real\236__M_Left_little_finger.BMP,236,236__M_Left_little_finger.BMP,236,1,0.9999999489634713,0.2
../Real\236__M_Left_middle_finger.BMP,236,236__M_Left_middle_finger.BMP,236,1,0.9999999735943368,0.2
../Real\236__M_Left_ring_finger.BMP,236,236__M_Left_ring_finger.BMP,236,1,0.9999999397173079,0.2
../Real\236__M_Left_thumb_finger.BMP,236,236__M_Left_thumb_finger.BMP,236,1,0.999999990787756,0.2
../Real\236__M_Right_index_finger.BMP,236,236__M_Right_index_finger.BMP,236,1,0.9999999868844328,0.2
../Real\236__M_Right_little_finger.BMP,236,236__M_Right_little_finger.BMP,236,1,0.9999999638863621,0.2
../Real\236__M_Right_middle_finger.BMP,236,236__M_Right_middle_finger.BMP,236,1,0.9999999688480841,0.2
../Real\236__M_Right_ring_finger.BMP,236,236__M_Right_ring_finger.BMP,236,1,0.9999999754313549,0.2
../Real\236__M_Right_thumb_finger.BMP,236,236__M_Right_thumb_finger.BMP,236,1,0.9999999900118737,0.2
../Real\237__M_Left_index_finger.BMP,237,237__M_Left_index_finger.BMP,237,1,0.999999968989948,0.2
../Real\237__M_Left_little_finger.BMP,237,237__M_Left_little_finger.BMP,237,1,0.999999954857802,0.2
../Real\237__M_Left_middle_finger.BMP,237,237__M_Left_middle_finger.BMP,237,1,0.9999999484885047,0.2
../Real\237__M_Left_ring_finger.BMP,237,237__M_Left_ring_finger.BMP,237,1,0.9999999906817885,0.2
../Real\237__M_Left_thumb_finger.BMP,237,237__M_Left_thumb_finger.BMP,237,1,0.9999999790367782,0.2
../Real\237__M_Right_index_finger.BMP,237,237__M_Right_index_finger.BMP,237,1,0.9999999799918813,0.2
../Real\237__M_Right_little_finger.BMP,237,237__M_Right_little_finger.BMP,237,1,0.9999999833678779,0.2
../Real\237__M_Right_middle_finger.BMP,237,237__M_Right_middle_finger.BMP,237,1,0.9999999504796204,0.2
../Real\237__M_Right_ring_finger.BMP,237,237__M_Right_ring_finger.BMP,237,1,0.9999999441066434,0.2
../Real\237__M_Right_thumb_finger.BMP,237,237__M_Right_thumb_finger.BMP,237,1,0.9999999698192907,0.2
../Real\238__M_Left_index_finger.BMP,238,238__M_Left_index_finger.BMP,238,1,0.9999999816538323,0.2
../Real\238__M_Left_little_finger.BMP,238,238__M_Left_little_finger.BMP,238,1,0.9999999850591608,0.2
../Real\238__M_Left_middle_finger.BMP,238,238__M_Left_middle_finger.BMP,238,1,0.999999984635122,0.2
../Real\238__M_Left_ring_finger.BMP,238,238__M_Left_ring_finger.BMP,238,1,0.9999999730237891,0.2
../Real\238__M_Left_thumb_finger.BMP,238,238__M_Left_thumb_finger.BMP,238,1,0.9999999412850156,0.2
../Real\238__M_Right_index_finger.BMP,238,238__M_Right_index_finger.BMP,238,1,0.9999999453174623,0.2
../Real\238__M_Right_little_finger.BMP,238,238__M_Right_little_finger.BMP,238,1,0.9999999615245937,0.2
../Real\238__M_Right_middle_finger.BMP,238,238__M_Right_middle_finger.BMP,238,1,0.9999999877557709,0.2
../Real\238__M_Right_ring_finger.BMP,238,238__M_Right_ring_finger.BMP,238,1,0.9999999286947733,0.2
../Real\238__M_Right_thumb_finger.BMP,238,238__M_Right_thumb_finger.BMP,238,1,0.9999999824080248,0.2
../Real\239__M_Left_index_finger.BMP,239,239__M_Left_index_finger.BMP,239,1,0.9999999784592368,0.2
../Real\239__M_Left_little_finger.BMP,239,239__M_Left_little_finger.BMP,239,1,0.9999999692025462,0.2
../Real\239__M_Left_middle_finger.BMP,239,239__M_Left_middle_finger.BMP,239,1,0.9999999806769427,0.2
../Real\239__M_Left_ring_finger.BMP,239,239__M_Left_ring_finger.BMP,239,1,0.9999999640052987,0.2
../Real\239__M_Left_thumb_finger.BMP,239,239__M_Left_thumb_finger.BMP,239,1,0.9999999826662019,0.2
../Real\239__M_Right_index_finger.BMP,239,239__M_Right_index_finger.BMP,239,1,0.9999999356137638,0.2
../Real\239__M_Right_little_finger.BMP,239,239__M_Right_little_finger.BMP,239,1,0.9999999767576028,0.2
../Real\239__M_Right_middle_finger.BMP,239,239__M_Right_middle_finger.BMP,239,1,0.9999999514635047,0.2
../Real\239__M_Right_ring_finger.BMP,239,239__M_Right_ring_finger.BMP,239,1,0.9999999684922066,0.2
../Real\239__M_Right_thumb_finger.BMP,239,239__M_Right_thumb_finger.BMP,239,1,0.9999999678727562,0.2
../Real\23__M_Left_index_finger.BMP,23,23__M_Left_index_finger.BMP,23,1,0.9999999379668563,0.2
../Real\23__M_Left_little_finger.BMP,23,23__M_Left_little_finger.BMP,23,1,0.9999999653170294,0.2
../Real\23__M_Left_middle_finger.BMP,23,23__M_Left_middle_finger.BMP,23,1,0.9999999543877187,0.2
../Real\23__M_Left_ring_finger.BMP,23,23__M_Left_ring_finger.BMP,23,1,0.9999999705661431,0.2
../Real\23__M_Left_thumb_finger.BMP,23,23__M_Left_thumb_finger.BMP,23,1,0.9999999915105504,0.2
../Real\23__M_Right_index_finger.BMP,23,23__M_Right_index_finger.BMP,23,1,0.999999986256534,0.2
../Real\23__M_Right_little_finger.BMP,23,23__M_Right_little_finger.BMP,23,1,0.9999999471768966,0.2
../Real\23__M_Right_middle_finger.BMP,23,23__M_Right_middle_finger.BMP,23,1,0.9999999496931132,0.2
../Real\23__M_Right_ring_finger.BMP,23,23__M_Right_ring_finger.BMP,23,1,0.999999961824691,0.2
../Real\23__M_Right_thumb_finger.BMP,23,23__M_Right_thumb_finger.BMP,23,1,0.9999999791322711,0.2
../Real\240__F_Left_index_finger.BMP,240,240__F_Left_index_finger.BMP,240,1,0.9999999565390674,0.2
../Real\240__F_Left_little_finger.BMP,240,240__F_Left_little_finger.BMP,240,1,0.9999999672256693,0.2
../Real\240__F_Left_middle_finger.BMP,240,240__F_Left_middle_finger.BMP,240,1,0.9999999931623145,0.4
../Real\240__F_Left_ring_finger.BMP,240,240__F_Left_ring_finger.BMP,240,1,0.9999999905421417,0.2
../Real\240__F_Left_thumb_finger.BMP,240,240__F_Left_thumb_finger.BMP,240,1,0.9999999940445966,0.2
../Real\240__F_Right_index_finger.BMP,240,240__F_Right_index_finger.BMP,240,1,0.9999999849952573,0.2
../Real\240__F_Right_little_finger.BMP,240,240__F_Right_little_finger.BMP,240,1,0.9999999456949599,0.2
../Real\240__F_Right_middle_finger.BMP,240,240__F_Right_middle_finger.BMP,240,1,0.9999999496516319,0.2
../Real\240__F_Right_ring_finger.BMP,240,240__F_Right_ring_finger.BMP,240,1,0.9999999694576176,0.2
../Real\240__F_Right_thumb_finger.BMP,240,240__F_Right_thumb_finger.BMP,240,1,0.9999999736896599,0.2
../Real\241__M_Left_index_finger.BMP,241,241__M_Left_index_finger.BMP,241,1,0.9999999504845666,0.2
../Real\241__M_Left_little_finger.BMP,241,241__M_Left_little_finger.BMP,241,1,0.9999999700741903,0.2
../Real\241__M_Left_middle_finger.BMP,241,241__M_Left_middle_finger.BMP,241,1,0.999999946865229,0.2
../Real\241__M_Left_ring_finger.BMP,241,241__M_Left_ring_finger.BMP,241,1,0.9999999531663648,0.2
../Real\241__M_Left_thumb_finger.BMP,241,241__M_Left_thumb_finger.BMP,241,1,0.9999999324742296,0.2
../Real\241__M_Right_index_finger.BMP,241,241__M_Right_index_finger.BMP,241,1,0.9999999823497279,0.2
../Real\241__M_Right_little_finger.BMP,241,241__M_Right_little_finger.BMP,241,1,0.9999999390398023,0.2
../Real\241__M_Right_middle_finger.BMP,241,241__M_Right_middle_finger.BMP,241,1,0.9999999381331225,0.2
../Real\241__M_Right_ring_finger.BMP,241,241__M_Right_ring_finger.BMP,241,1,0.9999999616405201,0.2
../Real\241__M_Right_thumb_finger.BMP,241,241__M_Right_thumb_finger.BMP,241,1,0.9999999824931228,0.2
../Real\242__M_Left_index_finger.BMP,242,242__M_Left_index_finger.BMP,242,1,0.9999999347996814,0.2
../Real\242__M_Left_little_finger.BMP,242,242__M_Left_little_finger.BMP,242,1,0.9999999679011289,0.2
../Real\242__M_Left_middle_finger.BMP,242,242__M_Left_middle_finger.BMP,242,1,0.9999999516971578,0.2
../Real\242__M_Left_ring_finger.BMP,242,242__M_Left_ring_finger.BMP,242,1,0.9999999761444809,0.2
../Real\242__M_Left_thumb_finger.BMP,242,242__M_Left_thumb_finger.BMP,242,1,0.9999999920154783,0.2
../Real\242__M_Right_index_finger.BMP,242,242__M_Right_index_finger.BMP,242,1,0.9999999749280702,0.2
../Real\242__M_Right_little_finger.BMP,242,242__M_Right_little_finger.BMP,242,1,0.9999999481995155,0.2
../Real\242__M_Right_middle_finger.BMP,242,242__M_Right_middle_finger.BMP,242,1,0.9999999815108989,0.2
../Real\242__M_Right_ring_finger.BMP,242,242__M_Right_ring_finger.BMP,242,1,0.9999999535147249,0.2
../Real\242__M_Right_thumb_finger.BMP,242,242__M_Right_thumb_finger.BMP,242,1,0.999999941270308,0.2
../Real\243__M_Left_index_finger.BMP,243,243__M_Left_index_finger.BMP,243,1,0.9999999562198962,0.2
../Real\243__M_Left_little_finger.BMP,243,243__M_Left_little_finger.BMP,243,1,0.9999999728981384,0.2
../Real\243__M_Left_middle_finger.BMP,243,243__M_Left_middle_finger.BMP,243,1,0.9999999664421163,0.2
../Real\243__M_Left_ring_finger.BMP,243,243__M_Left_ring_finger.BMP,243,1,0.9999999670312141,0.2
../Real\243__M_Left_thumb_finger.BMP,243,243__M_Left_thumb_finger.BMP,243,1,0.9999999856479055,0.2
../Real\243__M_Right_index_finger.BMP,243,243__M_Right_index_finger.BMP,243,1,0.9999999493742707,0.2
../Real\243__M_Right_little_finger.BMP,243,243__M_Right_little_finger.BMP,243,1,0.9999999452644893,0.2
../Real\243__M_Right_middle_finger.BMP,243,243__M_Right_middle_finger.BMP,243,1,0.9999999316613902,0.2
../Real\243__M_Right_ring_finger.BMP,243,243__M_Right_ring_finger.BMP,243,1,0.9999999801304518,0.2
../Real\243__M_Right_thumb_finger.BMP,243,243__M_Right_thumb_finger.BMP,243,1,0.9999999791780539,0.2
../Real\244__M_Left_index_finger.BMP,244,244__M_Left_index_finger.BMP,244,1,0.9999999662388411,0.2
../Real\244__M_Left_little_finger.BMP,244,244__M_Left_little_finger.BMP,244,1,0.9999999897009477,0.2
../Real\244__M_Left_middle_finger.BMP,244,244__M_Left_middle_finger.BMP,244,1,0.9999999827322935,0.2
../Real\244__M_Left_ring_finger.BMP,244,244__M_Left_ring_finger.BMP,244,1,0.9999999421307599,0.2
../Real\244__M_Left_thumb_finger.BMP,244,244__M_Left_thumb_finger.BMP,244,1,0.9999999786836119,0.2
../Real\244__M_Right_index_finger.BMP,244,244__M_Right_index_finger.BMP,244,1,0.9999999658271748,0.2
../Real\244__M_Right_little_finger.BMP,244,244__M_Right_little_finger.BMP,244,1,0.9999999765460563,0.2
../Real\244__M_Right_middle_finger.BMP,244,244__M_Right_middle_finger.BMP,244,1,0.9999999907587646,0.2
../Real\244__M_Right_ring_finger.BMP,244,244__M_Right_ring_finger.BMP,244,1,0.999999974358624,0.2
../Real\244__M_Right_thumb_finger.BMP,244,244__M_Right_thumb_finger.BMP,244,1,0.9999999813906955,0.2
../Real\245__M_Left_index_finger.BMP,245,245__M_Left_index_finger.BMP,245,1,0.9999999165609039,0.2
../Real\245__M_Left_little_finger.BMP,245,245__M_Left_little_finger.BMP,245,1,0.9999999680454061,0.2
../Real\245__M_Left_middle_finger.BMP,245,245__M_Left_middle_finger.BMP,245,1,0.9999999874066813,0.2
../Real\245__M_Left_ring_finger.BMP,245,245__M_Left_ring_finger.BMP,245,1,0.9999999891415445,0.2
../Real\245__M_Left_thumb_finger.BMP,245,245__M_Left_thumb_finger.BMP,245,1,0.9999999497598366,0.2
../Real\245__M_Right_index_finger.BMP,245,245__M_Right_index_finger.BMP,245,1,0.9999999888091395,0.2
../Real\245__M_Right_little_finger.BMP,245,245__M_Right_little_finger.BMP,245,1,0.9999999853224636,0.2
../Real\245__M_Right_middle_finger.BMP,245,245__M_Right_middle_finger.BMP,245,1,0.9999999688461247,0.2
../Real\245__M_Right_ring_finger.BMP,245,245__M_Right_ring_finger.BMP,245,1,0.9999999659025377,0.2
../Real\245__M_Right_thumb_finger.BMP,245,245__M_Right_thumb_finger.BMP,245,1,0.9999999454240674,0.2
../Real\246__M_Left_index_finger.BMP,246,246__M_Left_index_finger.BMP,246,1,0.9999999640215355,0.4
../Real\246__M_Left_little_finger.BMP,246,246__M_Left_little_finger.BMP,246,1,0.9999999731848347,0.2
../Real\246__M_Left_middle_finger.BMP,246,246__M_Left_middle_finger.BMP,246,1,0.9999999627844148,0.2
../Real\246__M_Left_ring_finger.BMP,246,246__M_Left_ring_finger.BMP,246,1,0.9999999786884266,0.2
../Real\246__M_Left_thumb_finger.BMP,246,246__M_Left_thumb_finger.BMP,246,1,0.9999999850989074,0.2
../Real\246__M_Right_index_finger.BMP,246,246__M_Right_index_finger.BMP,246,1,0.9999999764885465,0.2
../Real\246__M_Right_little_finger.BMP,246,246__M_Right_little_finger.BMP,246,1,0.9999999773970621,0.2
../Real\246__M_Right_middle_finger.BMP,246,246__M_Right_middle_finger.BMP,246,1,0.999999977866986,0.2
../Real\246__M_Right_ring_finger.BMP,246,246__M_Right_ring_finger.BMP,246,1,0.9999999572104251,0.2
